CORating,state,nextJobTwo,title,WLBRating,SLRating,id,CaVRating,company,city,nextJobOne,CaBRating,numJobs,jobId
3.5,VA,lead technician,Data Center Technician,3.6,2.9,772,3.6,Intel,Herndon,pc technician,3.9,1,46139
3.5,VA,,Technical Specialist - Systems Engineer,3.6,2.9,773,3.6,Intel,Herndon,,3.9,1,438426
3.5,VA,,Junior Security Analyst,3.6,2.9,774,3.6,Intel,Herndon,,3.9,1,88763
3.5,VA,jcofa intelligence analyst,All Source Analyst,3.6,2.9,775,3.6,Intel,Herndon,intelligence operations analyst,3.9,1,160712
3.5,VA,paralegal,Summer Law Clerk,3.6,2.9,776,3.6,Intel,Herndon,certified legal intern,3.9,1,26141
3.5,VA,technical writer,Proposal Writer,3.6,2.9,777,3.6,Intel,Herndon,independent consultant,3.9,1,55303
3.5,MN,,Sales Engineer,3.6,2.9,778,3.6,Intel,Washington,,3.9,1,28437
3.5,TX,team lead,Business Intelligence Analyst,3.6,2.9,779,3.6,Intel,San Antonio,developer,3.9,3,63031
3.5,TX,it marketing program manager,IT Project Coordinator,3.6,2.9,780,3.6,Intel,San Antonio,it project manager,3.9,1,29995
3.5,TX,business systems analyst,Business &amp; Web Analyst/Digital Analytics,3.6,2.9,781,3.6,Intel,San Antonio,analyst,3.9,1,1193475
3.5,VA,hr generalist,Recruiting Coordinator,3.6,2.9,782,3.6,Intel,Lorton,hr specialist,3.9,13,32701
3.5,VA,,Business Intelligence Analyst/Developer,3.6,2.9,783,3.6,Intel,Lorton,,3.9,7,80915
3.5,VA,,Intel Analyst,3.6,2.9,784,3.6,Intel,Lorton,,3.9,7,9832
3.5,VA,,Network Engineer,3.6,2.9,785,3.6,Intel,Lorton,it manager,3.9,7,52481
3.5,VA,purchasing manager,Subcontract Administrator,3.6,2.9,786,3.6,Intel,Lorton,senior buyer,3.9,6,25833
3.5,VA,,Sales Engineer,3.6,2.9,787,3.6,Intel,Lorton,,3.9,5,28437
3.5,VA,senior recruiter,Technical Recruiter,3.6,2.9,788,3.6,Intel,Lorton,contractor,3.9,5,58294
3.5,VA,,All Source Intel Analyst,3.6,2.9,789,3.6,Intel,Lorton,,3.9,5,632008
3.5,VA,,Cyber Intel Analyst,3.6,2.9,790,3.6,Intel,Lorton,,3.9,4,199465
3.5,VA,database systems programmer,Applications Developer,3.6,2.9,791,3.6,Intel,Lorton,senior systems analyst,3.9,4,23992
3.5,VA,systems administrator,Database Specialist,3.6,2.9,792,3.6,Intel,Lorton,business analyst,3.9,4,39964
3.5,VA,lead software engineer,Embedded Software Engineer,3.6,2.9,793,3.6,Intel,Lorton,senior software engineer,3.9,4,36758
3.5,VA,account executive,Corporate Recruiter,3.6,2.9,794,3.6,Intel,Lorton,executive assistant,3.9,3,794
3.5,VA,,Cyber Systems Engineer,3.6,2.9,795,3.6,Intel,Lorton,,3.9,3,278951
3.5,VA,,Python Developer,3.6,2.9,796,3.6,Intel,Lorton,,3.9,2,55458
3.5,VA,c4isenior new equipment tester,Imagery Analyst,3.6,2.9,797,3.6,Intel,Lorton,systems analyst,3.9,2,16548
3.5,VA,,Sr Sales Engineer,3.6,2.9,798,3.6,Intel,Lorton,,3.9,2,714239
3.5,VA,,Systems Engineer,3.6,2.9,799,3.6,Intel,Lorton,senior software engineer,3.9,2,26561
3.5,VA,,Junior Financial Accountant,3.6,2.9,800,3.6,Intel,Lorton,,3.9,1,414712
3.5,VA,,Multimedia Digital Artist,3.6,2.9,801,3.6,Intel,Lorton,,3.9,1,258923
3.5,VA,,Cyber Security Threat Intelligence Analyst,3.6,2.9,802,3.6,Intel,Lorton,,3.9,1,736254
3.5,VA,,Information Security Intern,3.6,2.9,803,3.6,Intel,Lorton,,3.9,1,245540
3.5,VA,,Cyber Analyst,3.6,2.9,804,3.6,Intel,Lorton,,3.9,1,154009
3.5,VA,driver,Janitor,3.6,2.9,805,3.6,Intel,Lorton,volunteer,3.9,1,3550
3.5,VA,,Arabic Linguist,3.6,2.9,806,3.6,Intel,Lorton,project engineer,3.9,1,9067
3.5,VA,lead technician,Data Center Technician,3.6,2.9,807,3.6,Intel,Lorton,pc technician,3.9,1,46139
3.5,VA,,Technical Specialist - Systems Engineer,3.6,2.9,808,3.6,Intel,Lorton,,3.9,1,438426
3.5,VA,,Junior Security Analyst,3.6,2.9,809,3.6,Intel,Lorton,,3.9,1,88763
3.5,VA,paralegal,Summer Law Clerk,3.6,2.9,810,3.6,Intel,Lorton,certified legal intern,3.9,1,26141
3.5,VA,jcofa intelligence analyst,All Source Analyst,3.6,2.9,811,3.6,Intel,Lorton,intelligence operations analyst,3.9,1,160712
3.5,VA,technical writer,Proposal Writer,3.6,2.9,812,3.6,Intel,Lorton,independent consultant,3.9,1,55303
3.5,KY,,Customer Service and Sale Reps,3.6,2.9,813,3.6,Intel,Louisville,,3.9,1,3022062
3.5,KY,unix,UNIX Administrator,3.6,2.9,814,3.6,Intel,Louisville,unix administrator developer,3.9,1,14428
3.5,KY,,Full Time Customer Service,3.6,2.9,815,3.6,Intel,Louisville,,3.9,1,758487
3.5,KY,,Entry Level Management/Marketing/Sales (Full Time),3.6,2.9,816,3.6,Intel,Louisville,,3.9,1,999559
3.5,OR,,Software Engineer,3.6,2.9,817,3.6,Intel,Portland,,3.9,26,4279
3.5,OR,,PTD Module and Integration Device Yield Engineer,3.6,2.9,818,3.6,Intel,Portland,,3.9,24,671712
3.5,OR,,Signal Integrity Engineer,3.6,2.9,819,3.6,Intel,Portland,,3.9,14,11399
3.5,OR,,D1C Manufacturing Technician,3.6,2.9,820,3.6,Intel,Portland,,3.9,13,926474
3.5,OR,,Soc Design Engineer,3.6,2.9,821,3.6,Intel,Portland,,3.9,12,116189
3.5,OR,senior database developer,Software Development Engineer,3.6,2.9,822,3.6,Intel,Portland,lead engineer,3.9,9,30327
3.5,OR,,Undergrad I T Intern,3.6,2.9,823,3.6,Intel,Portland,,3.9,8,14374
3.5,OR,,Research Scientist,3.6,2.9,824,3.6,Intel,Portland,senior scientist,3.9,8,33271
3.5,OR,release software engineer,Software Quality Engineer,3.6,2.9,825,3.6,Intel,Portland,software engineer,3.9,7,30637
3.5,OR,senior software engineer,Component Design Engineer,3.6,2.9,826,3.6,Intel,Portland,analog engineer,3.9,7,51362
3.5,OR,,Process TD Engineer,3.6,2.9,827,3.6,Intel,Portland,,3.9,7,118402
3.5,OR,senior design engineer,Physical Design Engineer,3.6,2.9,828,3.6,Intel,Portland,cad engineer,3.9,6,2497
3.5,OR,,D1C Process Engineer,3.6,2.9,829,3.6,Intel,Portland,,3.9,6,262061
3.5,OR,,Mask Designer,3.6,2.9,830,3.6,Intel,Portland,,3.9,6,57722
3.5,OR,account manager,Packaging Engineer,3.6,2.9,831,3.6,Intel,Portland,logistics specialist,3.9,6,47146
3.5,OR,,Graduate IT Intern,3.6,2.9,832,3.6,Intel,Portland,,3.9,6,459152
3.5,OR,,Software Engineer - Platform,3.6,2.9,833,3.6,Intel,Portland,,3.9,5,232906
3.5,OR,,Design Automation Engineer,3.6,2.9,834,3.6,Intel,Portland,,3.9,5,60750
3.5,OR,,DFT Engineer,3.6,2.9,835,3.6,Intel,Portland,,3.9,5,40583
3.5,OR,,PTD Module and Integration Yield Engineer,3.6,2.9,836,3.6,Intel,Portland,,3.9,5,739107
3.5,OR,,Component Design Engineer/Researcher,3.6,2.9,837,3.6,Intel,Portland,,3.9,5,578784
3.5,OR,field engineer,Network Specialist,3.6,2.9,838,3.6,Intel,Portland,network administrator,3.9,5,6947
3.5,OR,instructional designer,Technical Writer,3.6,2.9,839,3.6,Intel,Portland,technical writer contracted,3.9,4,58559
3.5,OR,,Graduate Software Engineering Intern,3.6,2.9,840,3.6,Intel,Portland,,3.9,4,638803
3.5,OR,,Software Performance Engineer,3.6,2.9,841,3.6,Intel,Portland,,3.9,4,97407
3.5,OR,senior designer,UX Designer,3.6,2.9,842,3.6,Intel,Portland,consultant,3.9,4,825907
3.5,OR,,Emc Engineer,3.6,2.9,843,3.6,Intel,Portland,,3.9,4,85291
3.5,OR,lead software engineer,Embedded Software Engineer,3.6,2.9,844,3.6,Intel,Portland,senior software engineer,3.9,4,36758
3.5,OR,mechanical engineer,CAD Engineer,3.6,2.9,845,3.6,Intel,Portland,mechanical designer,3.9,4,12554
3.5,OR,,Analog Design Engineer,3.6,2.9,846,3.6,Intel,Portland,,3.9,4,24103
3.5,OR,,Silicon Architecture Engineer,3.6,2.9,847,3.6,Intel,Portland,,3.9,4,524011
3.5,OR,,Cloud Solution Engineer,3.6,2.9,848,3.6,Intel,Portland,,3.9,4,609895
3.5,OR,,S/W Quality Assurance Engineer and Tester,3.6,2.9,849,3.6,Intel,Portland,,3.9,4,409971
3.5,OR,project manager,Software Engineer Intern,3.6,2.9,850,3.6,Intel,Portland,programmer intern,3.9,4,4520
3.5,OR,,RET Design Engineer,3.6,2.9,851,3.6,Intel,Portland,,3.9,4,431570
3.5,OR,database systems programmer,Applications Developer,3.6,2.9,852,3.6,Intel,Portland,senior systems analyst,3.9,4,23992
3.5,OR,,Member of Technical Staff BIOS Engineer,3.6,2.9,853,3.6,Intel,Portland,,3.9,4,150923
3.5,OR,,Software Development Engineer In Test,3.6,2.9,854,3.6,Intel,Portland,,3.9,4,30333
3.5,PA,sales representative,Inside Sales,3.6,2.9,855,3.6,Intel,Philadelphia,outside sales rep,3.9,1,29581
3.5,VA,hr generalist,Recruiting Coordinator,3.6,2.9,856,3.6,Intel,Fort Belvoir,hr specialist,3.9,13,32701
3.5,VA,,Business Intelligence Analyst/Developer,3.6,2.9,857,3.6,Intel,Fort Belvoir,,3.9,7,80915
3.5,VA,,Intel Analyst,3.6,2.9,858,3.6,Intel,Fort Belvoir,,3.9,7,9832
3.5,VA,,Network Engineer,3.6,2.9,859,3.6,Intel,Fort Belvoir,it manager,3.9,7,52481
3.5,VA,purchasing manager,Subcontract Administrator,3.6,2.9,860,3.6,Intel,Fort Belvoir,senior buyer,3.9,6,25833
3.5,VA,,Sales Engineer,3.6,2.9,861,3.6,Intel,Fort Belvoir,,3.9,5,28437
3.5,VA,senior recruiter,Technical Recruiter,3.6,2.9,862,3.6,Intel,Fort Belvoir,contractor,3.9,5,58294
3.5,VA,,All Source Intel Analyst,3.6,2.9,863,3.6,Intel,Fort Belvoir,,3.9,5,632008
3.5,VA,,Cyber Intel Analyst,3.6,2.9,864,3.6,Intel,Fort Belvoir,,3.9,4,199465
3.5,VA,database systems programmer,Applications Developer,3.6,2.9,865,3.6,Intel,Fort Belvoir,senior systems analyst,3.9,4,23992
3.5,VA,systems administrator,Database Specialist,3.6,2.9,866,3.6,Intel,Fort Belvoir,business analyst,3.9,4,39964
3.5,VA,lead software engineer,Embedded Software Engineer,3.6,2.9,867,3.6,Intel,Fort Belvoir,senior software engineer,3.9,4,36758
3.5,VA,account executive,Corporate Recruiter,3.6,2.9,868,3.6,Intel,Fort Belvoir,executive assistant,3.9,3,794
3.5,VA,,Cyber Systems Engineer,3.6,2.9,869,3.6,Intel,Fort Belvoir,,3.9,3,278951
3.5,VA,,Python Developer,3.6,2.9,870,3.6,Intel,Fort Belvoir,,3.9,2,55458
3.5,VA,c4isenior new equipment tester,Imagery Analyst,3.6,2.9,871,3.6,Intel,Fort Belvoir,systems analyst,3.9,2,16548
3.5,VA,,Sr Sales Engineer,3.6,2.9,872,3.6,Intel,Fort Belvoir,,3.9,2,714239
3.5,VA,,Systems Engineer,3.6,2.9,873,3.6,Intel,Fort Belvoir,senior software engineer,3.9,2,26561
3.5,VA,,Junior Financial Accountant,3.6,2.9,874,3.6,Intel,Fort Belvoir,,3.9,1,414712
3.5,VA,,Multimedia Digital Artist,3.6,2.9,875,3.6,Intel,Fort Belvoir,,3.9,1,258923
3.5,VA,,Cyber Security Threat Intelligence Analyst,3.6,2.9,876,3.6,Intel,Fort Belvoir,,3.9,1,736254
3.5,VA,,Information Security Intern,3.6,2.9,877,3.6,Intel,Fort Belvoir,,3.9,1,245540
3.5,VA,,Cyber Analyst,3.6,2.9,878,3.6,Intel,Fort Belvoir,,3.9,1,154009
3.5,VA,driver,Janitor,3.6,2.9,879,3.6,Intel,Fort Belvoir,volunteer,3.9,1,3550
3.5,VA,,Arabic Linguist,3.6,2.9,880,3.6,Intel,Fort Belvoir,project engineer,3.9,1,9067
3.5,VA,lead technician,Data Center Technician,3.6,2.9,881,3.6,Intel,Fort Belvoir,pc technician,3.9,1,46139
3.5,VA,,Technical Specialist - Systems Engineer,3.6,2.9,882,3.6,Intel,Fort Belvoir,,3.9,1,438426
3.5,VA,,Junior Security Analyst,3.6,2.9,883,3.6,Intel,Fort Belvoir,,3.9,1,88763
3.5,VA,paralegal,Summer Law Clerk,3.6,2.9,884,3.6,Intel,Fort Belvoir,certified legal intern,3.9,1,26141
3.5,VA,jcofa intelligence analyst,All Source Analyst,3.6,2.9,885,3.6,Intel,Fort Belvoir,intelligence operations analyst,3.9,1,160712
3.5,VA,technical writer,Proposal Writer,3.6,2.9,886,3.6,Intel,Fort Belvoir,independent consultant,3.9,1,55303
3.5,CO,,Firmware Engineer,3.6,2.9,887,3.6,Intel,Fort Collins,,3.9,4,27366
3.5,CO,senior design engineer,Physical Design Engineer,3.6,2.9,888,3.6,Intel,Fort Collins,cad engineer,3.9,3,2497
3.5,VA,,Fund Accounting and Administration Financial Repor,3.6,2.9,889,3.6,Intel,Norfolk,,3.9,1,104765
3.5,IN,,Software Engineering Summer Intern,3.6,2.9,890,3.6,Intel,Indianapolis,,3.9,2,133237
3.5,FL,,Security Analyst I,3.6,2.9,891,3.6,Intel,Orlando,,3.9,2,182433
3.5,FL,,Security Analyst,3.6,2.9,892,3.6,Intel,Orlando,security engineer,3.9,1,44304
3.5,OH,,IT Security Engineer,3.6,2.9,893,3.6,Intel,Cleveland,,3.9,2,30393
3.5,OH,,Call Center Work From Home,3.6,2.9,894,3.6,Intel,Cleveland,,3.9,2,558599
3.5,OH,,Work-from-home Customer Service Associate,3.6,2.9,895,3.6,Intel,Cleveland,,3.9,2,1493240
3.5,PA,,IT Security Engineer,3.6,2.9,896,3.6,Intel,Pittsburgh,,3.9,3,30393
3.5,PA,,Work-at-home Call Center Representative,3.6,2.9,897,3.6,Intel,Pittsburgh,,3.9,2,881809
3.5,PA,,Administrative Assistant/Scheduler,3.6,2.9,898,3.6,Intel,Pittsburgh,,3.9,1,612797
3.5,MI,contractor,Systems Administrator,3.6,2.9,899,3.6,Intel,Ann Arbor,it consultant,3.9,2,64814
3.5,MI,senior engineer,Hardware Engineer,3.6,2.9,900,3.6,Intel,Ann Arbor,fpga engineer,3.9,1,22383
3.5,MI,senior software engineer,Software Applications Engineer,3.6,2.9,901,3.6,Intel,Ann Arbor,senior application developer,3.9,1,4778
3.5,MI,software engineer,Scrum Master,3.6,2.9,902,3.6,Intel,Ann Arbor,senior sw developer,3.9,1,151324
3.5,MI,senior programmer analyst,Software Application Developer,3.6,2.9,903,3.6,Intel,Ann Arbor,consultant,3.9,1,4774
3.5,MD,hr generalist,Recruiting Coordinator,3.6,2.9,904,3.6,Intel,Bethesda,hr specialist,3.9,13,32701
3.5,MD,,Business Intelligence Analyst/Developer,3.6,2.9,905,3.6,Intel,Bethesda,,3.9,7,80915
3.5,MD,,Intel Analyst,3.6,2.9,906,3.6,Intel,Bethesda,,3.9,7,9832
3.5,MD,,Network Engineer,3.6,2.9,907,3.6,Intel,Bethesda,it manager,3.9,7,52481
3.5,MD,purchasing manager,Subcontract Administrator,3.6,2.9,908,3.6,Intel,Bethesda,senior buyer,3.9,6,25833
3.5,MD,,Sales Engineer,3.6,2.9,909,3.6,Intel,Bethesda,,3.9,5,28437
3.5,MD,senior recruiter,Technical Recruiter,3.6,2.9,910,3.6,Intel,Bethesda,contractor,3.9,5,58294
3.5,MD,,All Source Intel Analyst,3.6,2.9,911,3.6,Intel,Bethesda,,3.9,5,632008
3.5,MD,,Cyber Intel Analyst,3.6,2.9,912,3.6,Intel,Bethesda,,3.9,4,199465
3.5,MD,database systems programmer,Applications Developer,3.6,2.9,913,3.6,Intel,Bethesda,senior systems analyst,3.9,4,23992
3.5,MD,systems administrator,Database Specialist,3.6,2.9,914,3.6,Intel,Bethesda,business analyst,3.9,4,39964
3.5,MD,lead software engineer,Embedded Software Engineer,3.6,2.9,915,3.6,Intel,Bethesda,senior software engineer,3.9,4,36758
3.5,MD,account executive,Corporate Recruiter,3.6,2.9,916,3.6,Intel,Bethesda,executive assistant,3.9,3,794
3.5,MD,,Cyber Systems Engineer,3.6,2.9,917,3.6,Intel,Bethesda,,3.9,3,278951
3.5,MD,,Python Developer,3.6,2.9,918,3.6,Intel,Bethesda,,3.9,2,55458
3.5,MD,c4isenior new equipment tester,Imagery Analyst,3.6,2.9,919,3.6,Intel,Bethesda,systems analyst,3.9,2,16548
3.5,MD,,Sr Sales Engineer,3.6,2.9,920,3.6,Intel,Bethesda,,3.9,2,714239
3.5,MD,,Systems Engineer,3.6,2.9,921,3.6,Intel,Bethesda,senior software engineer,3.9,2,26561
3.5,MD,,Junior Financial Accountant,3.6,2.9,922,3.6,Intel,Bethesda,,3.9,1,414712
3.5,MD,,Multimedia Digital Artist,3.6,2.9,923,3.6,Intel,Bethesda,,3.9,1,258923
3.5,MD,,Cyber Security Threat Intelligence Analyst,3.6,2.9,924,3.6,Intel,Bethesda,,3.9,1,736254
3.5,MD,,Information Security Intern,3.6,2.9,925,3.6,Intel,Bethesda,,3.9,1,245540
3.5,MD,,Cyber Analyst,3.6,2.9,926,3.6,Intel,Bethesda,,3.9,1,154009
3.5,MD,driver,Janitor,3.6,2.9,927,3.6,Intel,Bethesda,volunteer,3.9,1,3550
3.5,MD,,Arabic Linguist,3.6,2.9,928,3.6,Intel,Bethesda,project engineer,3.9,1,9067
3.5,MD,lead technician,Data Center Technician,3.6,2.9,929,3.6,Intel,Bethesda,pc technician,3.9,1,46139
3.5,MD,,Technical Specialist - Systems Engineer,3.6,2.9,930,3.6,Intel,Bethesda,,3.9,1,438426
3.5,MD,,Junior Security Analyst,3.6,2.9,931,3.6,Intel,Bethesda,,3.9,1,88763
3.5,MD,jcofa intelligence analyst,All Source Analyst,3.6,2.9,932,3.6,Intel,Bethesda,intelligence operations analyst,3.9,1,160712
3.5,MD,paralegal,Summer Law Clerk,3.6,2.9,933,3.6,Intel,Bethesda,certified legal intern,3.9,1,26141
3.5,MD,technical writer,Proposal Writer,3.6,2.9,934,3.6,Intel,Bethesda,independent consultant,3.9,1,55303
3.5,MO,,Security Engineer,3.6,2.9,935,3.6,Intel,Saint Louis,director,3.9,1,44319
3.5,MD,systems engineer,Test Engineer,3.6,2.9,936,3.6,Intel,Baltimore,electrical engineer,3.9,5,20986
3.5,MD,,Reverse Engineer,3.6,2.9,937,3.6,Intel,Baltimore,,3.9,5,95052
3.5,MD,,Junior Intelligence Analyst,3.6,2.9,938,3.6,Intel,Baltimore,,3.9,5,186355
3.5,MD,lead software engineer,Embedded Software Engineer,3.6,2.9,939,3.6,Intel,Baltimore,senior software engineer,3.9,4,36758
3.5,MD,junior level intelligence analyst,Intelligence Analyst,3.6,2.9,940,3.6,Intel,Baltimore,sigint analyst,3.9,3,9849
3.5,MD,,All Source Intelligence Analyst,3.6,2.9,941,3.6,Intel,Baltimore,,3.9,3,16649
3.5,MD,,Cyber Intel Analyst,3.6,2.9,942,3.6,Intel,Baltimore,,3.9,3,199465
3.5,MD,,Visual Developer,3.6,2.9,943,3.6,Intel,Baltimore,,3.9,2,813208
3.5,MD,,Embedded Software Developer I,3.6,2.9,944,3.6,Intel,Baltimore,,3.9,2,650573
3.5,MD,"&#034;lead sigint metadata analyst
 intelligence analyst&#034;",Sigint Analyst,3.6,2.9,945,3.6,Intel,Baltimore,open source analyst,3.9,2,156400
3.5,MD,,Technical Sourcer/Recruiter,3.6,2.9,946,3.6,Intel,Baltimore,,3.9,1,250305
3.5,MD,,Test Engineer-3,3.6,2.9,947,3.6,Intel,Baltimore,,3.9,1,781074
3.5,MD,,All-Source Intelligence Analyst,3.6,2.9,948,3.6,Intel,Baltimore,,3.9,1,134025
3.5,MD,,Test Engineering Consultant,3.6,2.9,949,3.6,Intel,Baltimore,,3.9,1,117138
3.5,MD,,Product Engineer 1- Electronic Hardware,3.6,2.9,950,3.6,Intel,Baltimore,,3.9,1,61531
3.5,MD,,Network Applications Engineer,3.6,2.9,951,3.6,Intel,Baltimore,,3.9,1,52450
3.5,MD,,Software Tester I,3.6,2.9,952,3.6,Intel,Baltimore,,3.9,1,412321
3.5,MI,lead software engineer,Embedded Software Engineer,3.6,2.9,953,3.6,Intel,Detroit,senior software engineer,3.9,2,36758
3.5,MI,account manager,Media Relations Specialist,3.6,2.9,954,3.6,Intel,Detroit,account executive,3.9,2,13266
3.5,MI,lg consultant,Build Engineer,3.6,2.9,955,3.6,Intel,Detroit,senior build,3.9,1,12195
3.5,MI,,Embedded Developer,3.6,2.9,956,3.6,Intel,Detroit,,3.9,1,36752
3.5,NJ,,SQL Server Database Administrator,3.6,2.9,957,3.6,Intel,Bernardsville,senior software engineer,3.9,6,5230
3.5,NJ,,In-house Graphic Designer,3.6,2.9,958,3.6,Intel,Bernardsville,,3.9,4,637997
3.5,NJ,,Integrated Media Supervisor,3.6,2.9,959,3.6,Intel,Bernardsville,,3.9,3,762042
3.5,NJ,cashier,Direct Support Professional,3.6,2.9,960,3.6,Intel,Bernardsville,dietary aide,3.9,2,40708
3.5,NJ,account manager,Media Relations Specialist,3.6,2.9,961,3.6,Intel,Bernardsville,account executive,3.9,2,13266
3.5,NJ,,Capacity Planner,3.6,2.9,962,3.6,Intel,Bernardsville,,3.9,2,13063
3.5,NJ,public safety officer,Armed Security Officer,3.6,2.9,963,3.6,Intel,Bernardsville,security guard,3.9,2,129858
3.5,NJ,design intern,Associate Designer,3.6,2.9,964,3.6,Intel,Bernardsville,freelance designer,3.9,2,3017
3.5,NJ,,All-Source Intelligence Analyst,3.6,2.9,965,3.6,Intel,Bernardsville,,3.9,1,134025
3.5,NJ,,Field Applications Engineer,3.6,2.9,966,3.6,Intel,Bernardsville,,3.9,1,32284
3.5,NJ,law clerk,Intern,3.6,2.9,967,3.6,Intel,Bernardsville,volunteer,3.9,1,10446
3.5,NJ,project manager,Technical Support Analyst,3.6,2.9,968,3.6,Intel,Bernardsville,consultant,3.9,1,20969
3.5,NJ,,Technical Account Coordinator,3.6,2.9,969,3.6,Intel,Bernardsville,,3.9,1,20405
3.5,NJ,,Regional Solutions Architect,3.6,2.9,970,3.6,Intel,Bernardsville,,3.9,1,570009
3.5,NJ,,IT Business Intelligence Analyst,3.6,2.9,971,3.6,Intel,Bernardsville,,3.9,1,1032585
3.5,NJ,,V P of Sales,3.6,2.9,972,3.6,Intel,Bernardsville,,3.9,1,727616
3.5,NJ,,Tableau Developer,3.6,2.9,973,3.6,Intel,Bernardsville,,3.9,1,435482
3.5,NJ,,Unix Systems &amp; Storage Administrator,3.6,2.9,974,3.6,Intel,Bernardsville,,3.9,1,436151
3.5,NJ,,Corporate Analyst,3.6,2.9,975,3.6,Intel,Bernardsville,,3.9,1,45203
3.5,MA,,Compiler Engineer,3.6,2.9,976,3.6,Intel,Haverhill,,3.9,6,100769
3.5,MA,,Field Applications Engineer,3.6,2.9,977,3.6,Intel,Haverhill,,3.9,4,32284
3.5,MA,,Silicon Power Architect,3.6,2.9,978,3.6,Intel,Haverhill,,3.9,4,593297
3.5,MA,,Software Engineer Intern - Graduate,3.6,2.9,979,3.6,Intel,Haverhill,,3.9,4,602561
3.5,MA,,GEOINT Analyst,3.6,2.9,980,3.6,Intel,Haverhill,,3.9,4,281825
3.5,MA,,Business Development Representative,3.6,2.9,981,3.6,Intel,Haverhill,,3.9,4,62433
3.5,MA,,Engineer,3.6,2.9,982,3.6,Intel,Haverhill,,3.9,3,31261
3.5,MA,,Software Engineer,3.6,2.9,983,3.6,Intel,Haverhill,,3.9,3,4279
3.5,MA,,SoC Verification Engineer,3.6,2.9,984,3.6,Intel,Haverhill,,3.9,3,253639
3.5,MA,,Soc Design Engineer,3.6,2.9,985,3.6,Intel,Haverhill,,3.9,2,116189
3.5,MA,,Communication Systems Engineer,3.6,2.9,986,3.6,Intel,Haverhill,,3.9,1,51591
3.5,MA,contractor,Desktop Support Analyst,3.6,2.9,987,3.6,Intel,Haverhill,system administrator,3.9,1,40834
3.5,MA,junior level intelligence analyst,Intelligence Analyst,3.6,2.9,988,3.6,Intel,Haverhill,sigint analyst,3.9,1,9849
3.5,MA,sales coordinator,Sales Administrator,3.6,2.9,989,3.6,Intel,Haverhill,administrative assistant,3.9,1,50747
3.5,MA,,Junior Java Developer,3.6,2.9,990,3.6,Intel,Haverhill,senior software engineer,3.9,1,24726
3.5,MA,,Technology Assistant,3.6,2.9,991,3.6,Intel,Haverhill,,3.9,1,20686
3.5,MA,,Grant and Administrative Coordinator,3.6,2.9,992,3.6,Intel,Haverhill,,3.9,1,117875
3.5,MA,investment analyst,Portfolio Analyst,3.6,2.9,993,3.6,Intel,Haverhill,senior analyst,3.9,1,41561
3.5,MA,,Systems Integration and Test Engineer,3.6,2.9,994,3.6,Intel,Haverhill,,3.9,1,64718
3.5,MA,,HW/Software Systems Integration and Test Engineer,3.6,2.9,995,3.6,Intel,Haverhill,,3.9,1,237575
3.5,WA,,Graphics Software Engineer,3.6,2.9,996,3.6,Intel,Tukwila,,3.9,3,21703
3.5,WA,,Datacenter Technician,3.6,2.9,997,3.6,Intel,Tukwila,,3.9,2,39975
3.5,WA,lead technician,Data Center Technician,3.6,2.9,998,3.6,Intel,Tukwila,pc technician,3.9,2,46139
3.5,WA,project manager,Marketing Analyst,3.6,2.9,999,3.6,Intel,Tukwila,marketing manager,3.9,1,57568
3.5,WA,,Unix Programmer,3.6,2.9,1000,3.6,Intel,Tukwila,,3.9,1,597018
3.5,WA,,Software Engineer,3.6,2.9,1001,3.6,Intel,Tukwila,,3.9,1,4279
3.5,TX,,Business Objects Reporting Developer,3.6,2.9,1002,3.6,Intel,Houston,,3.9,1,422737
3.5,WA,,Graphics Software Engineer,3.6,2.9,1003,3.6,Intel,Redmond,,3.9,3,21703
3.5,WA,,Datacenter Technician,3.6,2.9,1004,3.6,Intel,Redmond,,3.9,2,39975
3.5,WA,lead technician,Data Center Technician,3.6,2.9,1005,3.6,Intel,Redmond,pc technician,3.9,2,46139
3.5,WA,project manager,Marketing Analyst,3.6,2.9,1006,3.6,Intel,Redmond,marketing manager,3.9,1,57568
3.5,WA,,Unix Programmer,3.6,2.9,1007,3.6,Intel,Redmond,,3.9,1,597018
3.5,WA,,Software Engineer,3.6,2.9,1008,3.6,Intel,Redmond,,3.9,1,4279
3.5,MD,systems engineer,Test Engineer,3.6,2.9,1009,3.6,Intel,Columbia,electrical engineer,3.9,5,20986
3.5,MD,,Reverse Engineer,3.6,2.9,1010,3.6,Intel,Columbia,,3.9,5,95052
3.5,MD,,Junior Intelligence Analyst,3.6,2.9,1011,3.6,Intel,Columbia,,3.9,5,186355
3.5,MD,lead software engineer,Embedded Software Engineer,3.6,2.9,1012,3.6,Intel,Columbia,senior software engineer,3.9,4,36758
3.5,MD,junior level intelligence analyst,Intelligence Analyst,3.6,2.9,1013,3.6,Intel,Columbia,sigint analyst,3.9,3,9849
3.5,MD,,All Source Intelligence Analyst,3.6,2.9,1014,3.6,Intel,Columbia,,3.9,3,16649
3.5,MD,,Cyber Intel Analyst,3.6,2.9,1015,3.6,Intel,Columbia,,3.9,3,199465
3.5,MD,,Visual Developer,3.6,2.9,1016,3.6,Intel,Columbia,,3.9,2,813208
3.5,MD,,Embedded Software Developer I,3.6,2.9,1017,3.6,Intel,Columbia,,3.9,2,650573
